Q106605756	Öjendorfer_Damm
Q114808881	Halifaxweg
Q114808883	Hallerplatz
Q98164575	Hallerstraße
Q106605334	Halstenbeker_Straße_(Hamburg)
Q106605335	Hamborner_Stieg
Q27706	Hamburg_Airport
Q1572883	Hamburg_Commonwealth_War_Graves_Commission_Cemetery
Q1648668	Hamburg_Cruise_Center_Altona
Q1572885	Hamburg_Cruise_Center_HafenCity
Q16319382	Hamburg_Cruise_Center_Steinwerder
Q882600	Hamburg_Dungeon
Q6456	Hamburg_Hauptbahnhof
Q43202951	Hamburg_Süd_(building)
Q21584342	Hamburg_Triathlon
Q882140	Hamburg-Altonaer_Verbindungsbahn
Q558551	Hamburger_Börse
Q106605336	Hamburger_Berg
Q1572987	Hamburger_Deckel
Q1572997	Hamburger_Ehrenmal_für_die_Gefallenen_beider_Weltkriege
Q1573007	Hamburger_Flaktürme
Q19963918	Hamburger_Genossenschaftsmuseum
Q106605339	Hamburger_Hochstraße
Q1229183	Hamburger_Hof,_Hamburg
Q5644305	Hamburger_Institut_für_Sozialforschung
Q1573051	Hamburger_Konservatorium
Q1573072	Hamburger_Marschbahn
Q880649	Hamburger_Rathausmarkt
Q1573125	Hamburger_Schulmuseum
Q1573143	Hamburger_Sportbund
Q2472	Hamburger_Stadtpark
Q60747679	Hamburger_Volksoper
Q1572803	Hamburg-Haus_Eimsbüttel
Q770838	Hamburgische_Münze
Q1573230	Hamburgisches_Architekturarchiv
Q60666151	Hamburgisches_Wattenmeer_(FFH-Gebiet)
Q1601723	Hamburg-Nettelnburg
Q106605341	Hammer_Hof
Q46422296	Hammer_Landstraße
Q94521414	Hammer_Steindamm
Q106605342	Hammer_Straße_(Hamburg)
Q19284721	Hammerbrookschleuse
Q106605343	Hammerbrookstraße
Q19284723	Hammonia-Bad
Q72587904	Handelsschule_Berliner_Tor
Q114808884	Handweg_(Hamburg)
Q240059	Hannover–Hamburg_railway_line
Q106605345	Hannoversche_Straße_(Hamburg)
Q1572904	Hannoverscher_Bahnhof
Q109771339	Hansaburg_(Hamburg-Hamm)
Q1583589	Hansa-Gymnasium_Bergedorf
Q109970818	Hansa-Kolleg_(Hamburg)
Q24886347	Hans-Albers-Platz_(Hamburg)
Q1583648	Hansaport
Q264222	Hansa-Theater_(Hamburg)
Q1583703	Hanseatic_Trade_Center
Q14906769	Hanse-Viertel_(Hamburg)
Q106605346	Hans-Fitze-Straße_(Hamburg)
Q106605347	Hanssensweg
Q11925998	Harburger_Holzhafen
Q106605348	Harburger_Rathausplatz_(Hamburg)
Q106605349	Harburger_Rathausstraße
Q1584939	Harburger_Schloßstraße
Q1584937	Harburger_Schloss
Q1584941	Harburger_Stadtpark
Q106605351	Harders_Kamp
Q106605352	Harkortstraße_(Hamburg)
Q106605354	Harksheider_Straße
Q106605355	Hartmannsau
Q106605356	Hartungstraße_(Hamburg)
Q106605357	Hartwicusstraße
Q106605358	Hartzlohplatz
Q29048943	Hasenbergbrücke
Q76309197	Hasenweg_(Hamburg)
Q106605360	Hasloher_Kehre
Q105242955	Hasselbrookstraße
Q114808886	Hasselmannstraße_(Hamburg)
Q106605361	Hastedtstraße_(Hamburg)
Q106605362	Haubachstraße_(Hamburg)
Q106605363	Hauersweg
Q11911943	Hauptentwässerungsgraben_Allermöhe
Q11911942	Hauptentwässerungsgraben_Moorfleet
Q23786394	Haus_der_Seefahrt_(Hamburg)
Q90536188	Haus_Glass
Q22320757	Haus_Goldener_Schwan_(Hamburg)
Q1590249	Haus_K._in_O.
Q18287379	Haus_Kornweg_17E
Q110934605	Haus_Neuerburg_(Wandsbek)
Q25089216	Haus_Rademacher
Q18287382	Haus_Stübekamp_75
Q106605364	Hausbrucher_Bahnhofstraße
Q114808887	Hausbrucher_Moor
Q114808888	Hausbrucher_Straße
Q113151828	Hauszeichen_(S._u._H.,_Hamburg_Walddörferstr)
Q106605365	Haynstraße_(Hamburg)
Q106605366	Hebebrandstraße
Q106605367	Heckenrosenweg
Q106605368	Heckkatenweg
Q114808890	Heckscherstraße_Hamburg-Hoheluft-West
Q79364470	Heegbarg
Q114808891	Hegestraße_(Hamburg)
Q106605369	Hegholt
Q106489986	Heidbarghof
Q106605370	Heidenkampsweg
Q114808893	Heider_Straße_(Hamburg)
Q106605371	Heidhörn
Q106605372	Heidi-Kabel-Platz
Q106605373	Heidrand_(Hamburg)
Q66385182	Heilandskirche_(Hamburg-Uhlenhorst)
Q108566783	Heilige-Familie-Kirche_(Hamburg-Langenhorn)
Q19963924	Heiligengeistbrücke
Q108566784	Heiliggeistkirche_(Hamburg-Altona)
Q95562568	Heilig-Geist-Kirche_(Hamburg-Farmsen)
Q1594894	Heilig-Geist-Kirchhof_Altona
Q1594955	Heilig-Kreuz-Kirche_(Hamburg-Volksdorf)
Q1595481	Heilwig-Gymnasium
Q106605374	Heilwigstraße_(Hamburg)
Q14906798	Heimatmuseum_Wandsbek
Q111797403	Heimfelder_Holz
Q106605375	Heimfelder_Straße
Q106605376	Heimhuder_Straße
Q106605377	Heimweg_(Hamburg)
Q110947678	Heine-Haus,_Jungfernstieg_(Hamburg)
Q1414278	Heine-Haus_(Elbchaussee)
Q1595968	Heine-Park_(Hamburg)
Q106605379	Hein-Hoyer-Straße
Q114808894	Heinickestraße_(Hamburg)
Q27979158	Hein-Köllisch-Platz_(Hamburg)
Q109836106	Heinrich-Barth-Straße
Q1596378	Heinrich-Groß-Hof
Q96375132	Heinrich-Heine-Denkmal,_Rathausmarkt_(Hamburg)
Q1596400	Heinrich-Heine-Gymnasium_(Hamburg)
Q106605380	Heinrich-Heine-Weg_(Hamburg)
Q114808896	Heinrich-Helbing-Straße
Q18625342	Heinrich-Hertz-Schule_(Hamburg)
Q106605382	Heinrich-Hertz-Straße_(Hamburg)
Q648375	Heinrich-Hertz-Turm
Q106605383	Heinrich-Osterath-Straße
Q109673231	Heinrich-Osterath-Straße_45
Q106605385	Heinrichstraße_(Hamburg)
Q106605384	Heinrich-Traun-Platz_Hamburg-Fuhlsbüttel
Q114808897	Heinrich-Traun-Straße
Q114808898	Heinrich-von-Ohlendorff-Straße
Q66686355	Heinrich-Wolgast-Schule
Q106605386	Heinskamp
Q107407447	Heinz-Erhardt-Park
Q69683972	Heisenberg-Gymnasium_Hamburg
Q106605387	Heitmannstraße_(Hamburg)
Q19392478	Heizkraftwerk_Tiefstack
Q54418279	Heizwerk_Barmbek
Q53665728	Heizwerk_HafenCity
Q1601926	Helene-Lange-Gymnasium_(Hamburg)
Q1602061	Helenenstift_(Hamburg)
Q106605388	Helgoländer_Allee_(Hamburg)
Q38643723	Helios_Klinikum_Mariahilf_Hamburg
Q106605389	Hellbrookstraße
Q83493965	Hellbrookstraßenbrücke
Q114808900	Hellgrundweg
Q111550318	Hellgrundweg_45
Q110998226	Helmuth-Schack-See
Q65056978	Helmut-Schmidt-Gymnasium_(Hamburg)
Q106605390	Helmut-Steidl-Platz
Q106605391	Hemmingstedter_Weg_(Hamburg)
Q106605392	Henny-Schütz-Allee
Q315857	Herbertstraße_(Hamburg)
Q106605393	Herbert-Wehner-Platz_(Hamburg)
Q106605394	Herbert-Weichmann-Strasse_(Hamburg)
Q96146856	Herderstraße_(Hamburg)
Q1610484	Hermann_(ship,_1905)
Q114808901	Hermann-Blohm-Straße
Q114808903	Hermann-Distel-Straße
Q114808905	Hermann-Ruge-Weg
Q106605395	Hermannstal_(Hamburg)
Q106605396	Hermannstraße_(Hamburg)
Q106605397	Hermelinweg_(Hamburg)
Q106605398	Herrengraben_(Hamburg)
Q113642	Herrengrabenfleet
Q21035551	Herrenhaus_Höltigbaum
Q106605399	Herrenweide_(Hamburg)
Q106605400	Herthastraße_(Hamburg)
Q108566785	Herz-Jesu-Kirche_(Hamburg-Hamm)
Q99541129	Herzmoorgraben
Q1615840	Hessepark_(Hamburg)
Q106605402	Heußweg_(Hamburg)
Q106605401	Heuberg_(Hamburg)
Q1971032	Heuckenlock
Q106605403	Heymannstraße_(Hamburg)
Q106605404	Heynemannstraße_(Hamburg)
Q106678317	Heysestraße_(Hamburg)
Q25089273	Hindenburgbrücke_(Hamburg)
Q15114849	Hindenburgstraße_(Hamburg)
Q106605406	Hinrichsenstraße_(Hamburg)
Q106605408	Hinsbleek
Q106605409	Hinschenfelder_Straße
Q106605410	Hinter_den_Boden
Q28498634	Hiobs-Hospital_(Hamburg)
Q100441208	Hirschfeldstraße_(Hamburg)
Q65238155	Hirschgraben_(Hamburg)
Q1620492	Hirschpark_(Hamburg)
Q106605411	Hirtenstraße_(Hamburg)
Q54944058	Historischer_Friedhof_Wandsbek
Q106605412	Hochallee_(Hamburg)
Q113432333	Hochbahnbrücke_Helgoländer_Allee
Q100803977	Hochbunker_Allende-Platz
Q105221992	Hochbunker_August-Lütgens-Park
Q105641638	Hochbunker_Barmbeker_Straße
Q110928593	Hochbunker_Behringstraße
Q111215933	Hochbunker_Binderstraße
Q110923952	Hochbunker_Heußweg_114
Q105640713	Hochbunker_Humboldtstraße_(Hamburg)
Q108528345	Hochbunker_Rethedamm
Q100525373	Hochbunker_Von-Hein-Straße
Q1464829	Hochkamp
Q106605413	Hochrad_(Hamburg)
Q1622099	Hochschule_Fresenius
Q873570	Hochstraße_Elbmarsch
Q11925989	Hochwasserbassin
Q106488984	Hof_Behrmann
Q106605414	Hoffmeyerstraße_(Hamburg)
Q107387349	Hofschläger_Weg
Q106634557	Hofschläger_Weg_1
Q106605415	Hofweg_(Hamburg)
Q30129726	Hofwegbrücke
Q11925994	Hofwegkanal
Q106605416	Hogenlitgrund
Q114808906	Hohe_Bleichen_(Hamburg)
Q19285654	Hohe_Brücke_(Hamburg)
Q106605418	Hohe_Landwehr
Q106605419	Hohe_Liedt
Q21000810	Hohe_Schaar
Q106605420	Hohe_Straße_(Hamburg)
Q106605422	Hohe_Weide_(Hamburg)
Q106605423	Hoheluftchaussee
Q1543317	Hohendeicher_See
Q114808908	Hohenfelder_Allee
Q106605424	Hohenfelder_Terrasse
Q112208581	Hohenhorst_(Hamburg)
Q106605425	Hohensteiner_Straße_(Hamburg)
Q114808910	Hohenwischer_Straße
Q111204014	Hohenwischer_Straße_209
Q106605426	Hohenzollernring_(Hamburg)
Q114808912	Hoherade
Q106605427	Hohler_Weg_(Hamburg)
Q106605428	Hohnerkamp_(Hamburg)
Q1624677	Holiday_Inn_Hamburg-Rothenburgsort
Q106605431	Holitzberg
Q100724886	Holländischbrookfleetbrücke
Q106605432	Holländische_Reihe
Q106605433	Holländischer_Brook
Q106605434	Holmbrook_(Hamburg)
Q114808914	Holsteiner_Chaussee
Q106605435	Holsteinischer_Kamp
Q106605437	Holstenglacis
Q106605438	Holstenhofweg
Q106605439	Holstenkamp
Q106605440	Holstenplatz_(Hamburg)
Q1625144	Holstenstraße_(Hamburg)
Q106605442	Holstentwiete_(Hamburg)
Q106605443	Holstenwall
Q106605444	Holtkoppel
Q99193081	Holtkoppelgraben
Q106605446	Holzdamm_(Hamburg)
Q61019802	Holzhafen_(Hamburg)
Q11926029	Honigfabrik
Q103488196	Hopfengraben_(Osterbek)
Q18625733	Hopfenmarkt_(Hamburg)
Q106605448	Hopfensack_(Hamburg)
Q106605449	Hopfenstraße_(Hamburg)
Q114808915	Hoppenstedtstraße_(Hamburg)
Q106605450	Horner_Landstraße
Q822397	Horner_Rennbahn
Q105797772	Horner_Warteschule
Q106605451	Horner_Weg_(Hamburg)
Q114808917	Hornkamp_(Hamburg)
Q11926062	Horstbek
Q114808919	Horster_Damm_(Hamburg)
Q109730513	Horster_Damm_170
Q106605452	Hospitalstraße_(Hamburg)
Q106832812	Hospitalstraße_107_(Hamburg)
Q106832769	Hospitalstraße_109_(Hamburg)
Q873918	Hotel_Atlantic
Q19285786	Hotel_Hafen_Hamburg
Q1630936	Hotel_Kaiserhof_(Hamburg)
Q15816032	Hotel_Reichshof_(Hamburg)
Q1630947	Hotelrestaurant_Louis_C._Jacob
Q11926137	Hovekanal
Q114808920	Hovestraße_(Hamburg)
Q113190319	Howaldtbrücke
Q566169	HSV_Barmbek-Uhlenhorst
Q106605454	Hudtwalckerstraße_(Hamburg)
Q106605456	Hufnerstraße
Q106605457	Hufnertwiete
Q114808924	Hugh-Greene-Weg
Q1586687	Hulbehaus
Q18625813	Humboldtstraße_(Hamburg)
Q76307650	Hummelbrunnen
Q106605461	Hummelsbütteler_Kirchenweg
Q114808926	Hummelsbütteler_Landstraße
Q1971048	Hummelsbütteler_Moore
Q99529442	Hummelsbütteler_Moorgraben
Q106605462	Hummelsbüttler_Hauptstraße
Q27883350	Hummelsee_Hamburg-Hummelsbüttel
Q114808930	Husumer_Straße_(Hamburg)
Q6063200	Hygieia-Brunnen,_Hamburg
Q800300	ICE-Bahnbetriebswerk_Hamburg-Eidelstedt
Q61050545	Ida-Ehre-Platz
Q1656469	Ida-Ehre-Schule
Q106605465	Ifflandstraße_(Hamburg)
Q106605466	Ilandkoppel
Q66023291	Ilse-Löwenstein-Schule
Q106605467	Im_Allhorn
Q106605468	Im_Alten_Dorfe_(Hamburg)
Q106605469	Im_Grünen_Grunde
Q106605470	Im_Tale_(Hamburg)
Q668264	Imam-Ali-Moschee_(Hamburg)
Q21974170	Immanuel-Kant-Gymnasium_(Hamburg)
Q59660033	Immanuelkirche_(Hamburg-Veddel)
Q106605471	Immenbarg
Q106605473	Immenhöven
Q106605472	Immenhof
Q2229170	IMO_5010323
Q883560	IMO_5046281
Q858079	IMO_5060794
Q106605474	Imstedt
Q11926621	Industriekanal
Q114808932	Industriestraße_(Hamburg)
Q19286112	Informationszentrum_NS-Zwangsarbeit
Q114808935	Ingwersens_Weg
Q1418566	Innocentiapark
Q106605475	Innocentiastraße
Q11926692	Inselkanal
Q1664496	Inselschule_Neuwerk
Q1664858	Institut_für_Friedensforschung_und_Sicherheitspolitik_an_der_Universität_Hamburg
Q1362568	Institut_für_Hygiene_und_Umwelt
Q6052961	International_School_Hamburg
Q639118	International_Tribunal_for_the_Law_of_the_Sea
Q19906297	Internationale_Gartenbauausstellung_1973
Q14540762	Internationale_Gartenschau_2013
Q937608	Internationales_Maritimes_Museum_Hamburg
Q66322772	Irena-Sendler-Schule_(Hamburg)
Q1464580	Isebekkanal
Q111205397	Isekai
Q106605476	Iserbarg
Q106605477	Iserlohner_Stieg
Q63196749	Isestraße
Q106605478	Islandstraße_(Hamburg)
Q1598945	Israelitische_Töchterschule_(Hamburg)
Q1674737	Israelitisches_Krankenhaus_Hamburg
Q15264626	Italienische_Kriegsgräberstätte_Hamburg-Öjendorf
Q114808945	Jägerstraße_(Hamburg)
Q1414486	Jüdischer_Friedhof_(Altona)
Q1713655	Jüdischer_Friedhof_(Hamburg-Ottensen)
Q1716702	Jüdischer_Friedhof_(Kohlhöfen)
Q1716734	Jüdischer_Friedhof_(Neuer_Steinweg)
Q1716638	Jüdischer_Friedhof_Bornkampsweg_(Hamburg-Bahrenfeld)
Q1605511	Jüdischer_Friedhof_Jenfelder_Straße_(Hamburg-Tonndorf)
Q1716773	Jüdischer_Friedhof_Königsreihe_(Hamburg-Wandsbek)
Q1716716	Jüdischer_Friedhof_Langenfelde_(Hamburg-Eimsbüttel)
Q1262883	Jüdischer_Friedhof_Ohlsdorf
Q106605497	Jürgensallee
Q106605498	Jüthornstraße
Q106605499	Jütlandring
Q96757418	Jaarsmoorgraben
Q15820609	Jacobipark
Q32062874	Jaffe-Davids-Kanal
Q51763551	Jahnbrücke
Q108344656	Jahnkampfbahn_(Hamburg)
Q114808936	Jakobikirchhof_(Hamburg)
Q110572900	Jan-Fedder-Promenade
Q106605479	Jan-Valkenburg-Straße
Q1683705	Jarrestadt
Q106605480	Jarrestraße
Q106605482	Jean-Dolidier-Weg
Q106605483	Jean-Paul-Weg_(Hamburg)
Q106832145	Jenckelhaus
Q106605484	Jenfelder_Allee
Q14541072	Jenfelder_Bach
Q106605485	Jenfelder_Straße
Q66759004	Jenisch-Gymnasium
Q1686858	Jenisch-Haus
Q25089266	Jenischpark
Q106605486	Jenischstraße_(Hamburg)
Q28836438	Jerusalem-Kirche_(Hamburg-Eimsbüttel)
Q56640840	Johann_Adolf_Hasse_Museum,_Hamburg
Q1694545	Johann_Heinrich_von_Thünen-Institut
Q106605487	Johann-Adolf-Hasse-Platz
Q28465285	Johannes-Brahms-Gymnasium_(Hamburg)
Q26772401	Johanneskirche_(Hamburg-Rissen)
Q108566787	Johanneskirche_(Hamburg-Rotherbaum)
Q21037005	Johannes-Prassek-Park
Q108566788	Johann-Gerhard-Oncken-Kirche
Q106605488	Johannisbollwerk
Q106605489	Johanniswall_(Hamburg)
Q1691907	Johan-van-Valckenburgh-Brücke
Q114808938	Johnsallee
Q106605490	Jordanstraße_(Hamburg)
Q114808940	Joseph-Carlebach-Platz
Q106605491	Josephstraße_(Hamburg)
Q108566790	Jubilate-Kirche_(Hamburg-Billstedt)
Q108566792	Jubilate-Kirche_(Hamburg-Lemsahl-Mellingstedt)
Q101438779	Jugend-Europahaus
Q108566793	Jugendkirche_(Hamburg-Bahrenfeld)
Q99529197	Jugendparkgraben
Q106605492	Jugendparkweg
Q89656410	Julius-Leber-Schule_(Hamburg)
Q114808941	Julius-Leber-Straße_(Hamburg)
Q106605493	Julius-Ludowieg-Straße
Q114808943	Julius-Reincke-Stieg
Q106677617	Julius-Vosseler-Straße
Q19979483	Julssand_Leuchtturm
Q106605494	Jungestraße_(Hamburg)
Q1713426	Jungfernbrücke_(Hamburg)
Q6451	Jungfernstieg
Q106605495	Jungfrauenthal
Q106605496	Jungiusstraße_(Hamburg)
Q1714358	JVA_Billwerder
Q1714381	JVA_Fuhlsbüttel
Q106605505	Käkenflur
Q106605506	Käkenkamp
Q113171496	Käthe_Kollwitz_by_Gustav_Seitz,_Hamburg-Langenhorn
Q106605523	Käthnerort
Q730662	Köhlbrand
Q520613	Köhlbrandbrücke
Q114808987	Köhlbranddeich
Q1795670	Köhlbrand-Freileitungskreuzung
Q1695139	Köhlbrandtreppe
Q106605568	Königshütter_Straße_(Hamburg)
Q106605569	Königsreihe
Q97775131	Königstraße_(Hamburg)
Q114808988	Köppenstraße_(Hamburg)
Q106605573	Kösterbergstraße_(Hamburg)
Q14906972	Köster-Stiftung
Q114808990	Kösterstraße_(Hamburg)
Q106605587	Küchgarten_(Hamburg)
Q1683524	Kühne_Logistics_University
Q106605593	Kümmellstraße_(Hamburg)
Q14548756	Künstlerhaus_Sootbörn
Q114808992	Küstersweg_(Hamburg)
Q106605500	Kahlkamp_(Hamburg)
Q28089442	Kaifu-Bad
Q113827388	Kaischuppen_50
Q101093682	Kaiser_Wilhelm-Denkmal_(Altona)
Q106605501	Kaiser-Friedrich-Ufer
Q106605503	Kaiserkai
Q834519	Kaiserkeller
Q1721556	Kaiser-Wilhelm-Denkmal_(Hamburg)
Q101010584	Kaiser-Wilhelm-Denkmal_(Hamburg-Bergedorf)
Q106678327	Kaiser-Wilhelm-Platz_(Hamburg)
Q106605502	Kaiser-Wilhelm-Straße_(Hamburg)
Q1618867	Kaispeicher_A
Q60728819	Kaispeicher_B
Q114808946	Kaistraße_(Hamburg)
Q1721837	Kajen_(Hamburg)
Q106605507	Kalischerstraße_(Hamburg)
Q19963955	Kalkhof_(Hamburg)
Q1722634	Kaltehofe
Q114808948	Kamerunweg
Q106605508	Kamminer_Straße_(Hamburg)
Q11929618	Kampbille
Q106605509	Kampstraße_(Hamburg)
Q28859942	Kanalbrücke_Von-Essen-Straße
Q106605510	Kanalplatz_(Hamburg)
Q96376808	Kanalplatz_6_(Hamburg)
Q96376919	Kanalplatz_8_(Hamburg)
Q106605511	Kannengießerort
Q106605512	Kantstraße_(Hamburg)
Q114808950	Kanzlershof
Q114808951	Kanzlershofer_Weg
Q106605513	Kanzlerstraße_(Hamburg)
Q46337296	Kapelle_13_(Friedhof_Ohlsdorf)
Q106605514	Kapellenweg_(Hamburg)
Q14906925	Kapernaumkirche_(Hamburg-Horn)
Q106605516	Kapitän-Schröder-Weg
Q106605517	Kapstadtring
Q71147090	Kapstadtring_2_bis_4
Q106605518	Karl-Arnold-Ring_(Hamburg)
Q110887180	Karl-Schneider-Halle
Q114808954	Karlshöhe_(Hamburg)
Q106605519	Karlstraße_(Hamburg)
Q106967462	Karl-Theodor-Straße_(Hamburg)
Q111655789	Karl-Theodor-Straße_18_(Hamburg)
Q106605520	Karnapp
Q106605521	Karolinenstraße_(Hamburg)
Q1734263	Karolinenviertel_(Hamburg)
Q106605522	Kastanienallee_(Hamburg)
Q80708399	Katharina-von-Siena-Schule
Q25089221	Katharinenhof-Frachtenhaus
Q114808955	Katharinenkirchhof_(Hamburg)
Q69650918	Katharinenschule_(Hamburg)
Q114808957	Katharinenstraße_(Hamburg)
Q108566794	Katholisch-apostolische_Kirche_Finkenau_(Hamburg-Uhlenhorst)
Q76416817	Katholische_Bonifatiusschule_(Hamburg)
Q93635083	Katholische_Schule_Altona
Q79030177	Katholische_Schule_Am_Weiher
Q107642084	Katholische_Schule_Bergedorf
Q94400157	Katholische_Schule_Blankenese
Q93376730	Katholische_Schule_Farmsen
Q88279795	Katholische_Schule_Hammer_Kirche
Q90262047	Katholische_Schule_Harburg
Q76122419	Katholische_Schule_Hochallee
Q108923150	Katholische_Schule_Neugraben
Q83364148	Katholische_Schule_St._Antonius_(Hamburg)
Q88300024	Katholische_Schule_St._Joseph_Wandsbek
Q85685032	Katholische_Schule_St._Marien_(Hamburg)
Q98094864	Katholische_Schule_St._Paulus_(Hamburg)
Q67080952	Katholische_Sophienschule_(Hamburg)
Q21036358	Katholisches_Kinderkrankenhaus_Wilhelmstift
Q106605524	Kattrepelsbrücke_(Hamburg)
Q106605525	Kattunbleiche
Q47015260	Kattwyk
Q104522023	Kattwykbrücke
Q14552136	Kattwykbrücke_(1973)
Q104521996	Kattwykbrücke_(2020)
Q106605526	Kedenburgstraße
Q1737880	Kehrwieder
Q106605527	Kehrwieder_(street_in_Hamburg)
Q96602307	Kehrwiederfleet
Q106605528	Kehrwiederspitze
Q108410880	Keim_(Jörn_Pfab)
Q114808959	Kellerbleek
Q21036369	Kellertheater_Hamburg
Q1496306	Kellinghusenstraße
Q106605529	Keplerstraße_(Hamburg)
Q114808960	Kerschensteinerstraße_(Hamburg)
Q1739633	Kersten-Miles-Brücke
Q106605530	Kesselflickerweg
Q19287874	Kesselhaus_(Speicherstadt)
Q114808962	Kiebitzstraße_(Hamburg)
Q106605531	Kiefhörn
Q106605532	Kieler_Straße_(Hamburg)
Q106605533	Kielkoppelstraße
Q106605534	Kielortallee
Q27973274	Kindertransport_memorial_(Hamburg)
Q114808963	Kiosks_in_Hamburg
Q106605535	Kippingstraße
Q114808965	Kirchdorfer_Straße_(Hamburg)
Q111441117	Kirchdorfer_Straße_166
Q1742473	Kirchdorf-Süd
Q1723929	Kirche_Alt-Rahlstedt_(Hamburg-Rahlstedt)
Q108566795	Kirche_am_Albertinenkrankenhaus
Q1742778	Kirche_am_Rockenhof
Q108566796	Kirche_der_Apostolischen_Gemeinschaft_(Hamburg)
Q108566797	Kirche_der_Arche_Alstertal
Q28436264	Kirche_der_Stille_(vorm._Christophorus-Kirche;_Hamburg-Altona-Nord)
Q108566798	Kirche_des_Heiligen_Johannis_des_Täufers_Farmsen_(Hamburg)
Q1742809	Kirche_des_heiligen_Nikolaus_(vorm._Simeonkirche,_Hamburg)
Q108566799	Kirche_Jesu_Christi_der_Heiligen_letzten_Tage_(Hamburg-Langenhorn)
Q1895915	Kirche_Maria_Grün/Sankt_Mariä_Himmelfahrt_(Hamburg-Blankenese)
Q1224792	Kirche_Sinstorf
Q108566803	Kirche_Tonndorf_(Hamburg)
Q108566804	Kirche_Zum_Guten_Hirten_(Hamburg-Langenfelde)
Q21177249	Kirche_zur_Heiligen_Dreieinigkeit,_Hamburg-Hamm
Q105075434	Kirchenallee_(Hamburg)
Q114808967	Kirchenhang
Q109829705	Kirchenhang_33
Q106605537	Kirchenheerweg
Q106605538	Kirchenstegel
Q109638810	Kirchenstegel_20
Q106605539	Kirchwerder_Elbdeich
Q109687028	Kirchwerder_Elbdeich_276
Q106605540	Kirchwerder_Hausdeich
Q114808968	Kirchwerder_Landweg
Q109653490	Kirchwerder_Landweg_2
Q1971086	Kirchwerder_Wiesen
Q110313002	Kirchwerder-Howe
Q106605541	Kiwittsmoor
Q112826224	Klärchenbrücke
Q1493217	Klövensteen
Q106605562	Klütjenfelder_Straße
Q106605542	Klaus-Groth-Straße_(Hamburg)
Q106605543	Kleekamp_(Hamburg)
Q114808970	Kleiberweg_(Hamburg)
Q106605545	Klein_Flottbeker_Weg
Q114808971	Klein_Fontenay
Q95900488	Kleinbahnhof_Wohldorf
Q11929884	Kleine_Flottbek
Q106605546	Kleine_Freiheit
Q104869958	Kleine_Freiheit_68
Q106605547	Kleine_Johannisstraße_(Hamburg)
Q106605548	Kleine_Reichenstraße_(Hamburg)
Q106605549	Kleiner_Burstah
Q60813977	Kleiner_Leuchtturm_Neuwerk
Q106605550	Kleiner_Pulverteich
Q106605551	Kleiner_Schippsee_(Hamburg)
Q106605552	Kleiststraße_(Hamburg)
Q114808973	Klingberg_(Hamburg)
Q1602176	Klinikum_Eilbek
Q106605553	Klinikweg_(Hamburg)
Q23787750	Klockmannhaus
Q106605554	Klopstockstraße_(Hamburg)
Q106605555	Klopstockterrasse
Q106605556	Klosterallee_(Hamburg)
Q61628903	Klosteralleebrücke
Q108566806	Klosterkirche_St._Johannis_(Hamburg)
Q71248365	Klosterschule_(Hamburg)
Q106605557	Klosterstern
Q106605558	Klosterstieg_(Hamburg)
Q106605559	Klostertor_(Hamburg)
Q106605560	Klosterwall
Q114808975	Klotzenmoor_(Hamburg)
Q106605561	Klotzenmoorstieg
Q105564991	Klotzenmoorstieg_2
Q106605563	Knauerstraße_(Hamburg)
Q106605564	Knochenhauertwiete
Q100506237	Knoopstraße_(Hamburg)
Q100507200	Knoopstraße_37_(Hamburg)
Q1568436	Knust_(Hamburg)
Q106605565	Kobestraße_(Hamburg)
Q106605566	Kohlhöfen
Q106605567	Koldingstraße_(Hamburg)
Q323100	Kollau
Q114808977	Kollaustraße
Q98846553	Kollenhofgraben
Q30526281	KomponistenQuartier_Hamburg
Q106605570	Konsul-Renck-Straße_(Hamburg)
Q1783239	Kontorhaus_Leder-Schüler
Q19963961	Kontorhaus_Stubbenhuk
Q106605571	Koppel_(Hamburg)
Q74589490	Koppel_66_Haus_für_Kunst_&_Handwerk
Q114808978	Koppelstraße_(Hamburg)
Q106605572	Kornträgergang
Q114808980	Kottwitzstraße_(Hamburg)
Q1790744	Krüss_Optronic
Q106605574	Kraepelinweg_(Hamburg)
Q1740916	Kraftwerk_Moorburg
Q877252	Krameramtsstuben
Q732015	Krankenhaus_Altona
Q15854588	Krankenhaus_Groß-Sand
Q732056	Krankenhaus_St._Georg_(Hamburg)
Q31838662	Kranzhaus
Q1369646	Krapphofschleuse
Q106605575	Krausestraße_(Hamburg)
Q106605576	Krayenkamp
Q114808982	Kreuslerstraße_(Hamburg)
Q106605577	Kreuzfurth
Q108566807	Kreuzkirche_(Hamburg-Barmbek_Süd)
Q108566809	Kreuzkirche_(Hamburg-Eimsbüttel)
Q108566810	Kreuzkirche_(Hamburg-Fuhlsbüttel)
Q108566811	Kreuzkirche_(Hamburg-Harburg)
Q108566812	Kreuzkirche_(Hamburg-Schiffbek)
Q108566813	Kreuzkirche_(Hamburg-Stellingen)
Q1316857	Kreuzkirche_(Hamburg-Wandsbek)
Q1788345	Kreuzkirche_(Ottensen)
Q28025256	Kreuzkirche_Kirchdorf_(Hamburg-Wilhelmsburg)
Q106605578	Kreuzweg_(Hamburg)
Q26836620	Kriegerdenkmal_1870/71_(Hamburg-Rotherbaum)
Q112044239	Kriegerdenkmal_Altrahlstedt
