?item	?itemLabel	?coordLabel
<http://www.wikidata.org/entity/Q99584355>	"Stolperstein für Emmy Pein"@de	"Point(9.981338888 53.568441666)"
<http://www.wikidata.org/entity/Q62071270>	"Stolperstein für Emmy Rothgiesser"@de	"Point(10.021536111 53.563686111)"
<http://www.wikidata.org/entity/Q98839004>	"Stolperstein für Emmy Schweedt"@de	"Point(9.973891666 53.580480555)"
<http://www.wikidata.org/entity/Q64176547>	"Stolperstein für Emmy Stern"@de	"Point(9.998333333 53.592797222)"
<http://www.wikidata.org/entity/Q99692856>	"Stolperstein für Engeline Behr"@de	"Point(9.983108 53.568638)"
<http://www.wikidata.org/entity/Q111296866>	"Stolperstein für Enoch Enno Kargauer"@de	"Point(9.980116666 53.566327777)"
<http://www.wikidata.org/entity/Q99537607>	"Stolperstein für Ephraim Hirsch"@de	"Point(9.98602 53.583689)"
<http://www.wikidata.org/entity/Q98422814>	"Stolperstein für Eric Walter Stamm"@de	"Point(9.983088888 53.585877777)"
<http://www.wikidata.org/entity/Q98821757>	"Stolperstein für Erica Levy"@de	"Point(9.971158333 53.583725)"
<http://www.wikidata.org/entity/Q107499038>	"Stolperstein für Erich Alexander Heilbut"@de	"Point(9.980827777 53.569413888)"
<http://www.wikidata.org/entity/Q106675791>	"Stolperstein für Erich Apfel"@de	"Point(9.966911111 53.551069444)"
<http://www.wikidata.org/entity/Q99537506>	"Stolperstein für Erich Borchardt"@de	"Point(9.985261111 53.582411111)"
<http://www.wikidata.org/entity/Q108915556>	"Stolperstein für Erich Brill"@de	"Point(9.990025 53.554627777)"
<http://www.wikidata.org/entity/Q64630652>	"Stolperstein für Erich Diehl"@de	"Point(10.050225 53.558466666)"
<http://www.wikidata.org/entity/Q64815162>	"Stolperstein für Erich Drabsch"@de	"Point(9.984005555 53.550308333)"
<http://www.wikidata.org/entity/Q99053796>	"Stolperstein für Erich Falck"@de	"Point(9.974205555 53.578511111)"
<http://www.wikidata.org/entity/Q64578368>	"Stolperstein für Erich Freund"@de	"Point(10.037847222 53.560802777)"
<http://www.wikidata.org/entity/Q63895089>	"Stolperstein für Erich Friedberger"@de	"Point(10.003402777 53.587527777)"
<http://www.wikidata.org/entity/Q98429980>	"Stolperstein für Erich Gaertner"@de	"Point(9.985452777 53.586308333)"
<http://www.wikidata.org/entity/Q99530841>	"Stolperstein für Erich Golly"@de	"Point(9.967611111 53.579888888)"
<http://www.wikidata.org/entity/Q52151516>	"Stolperstein für Erich Graupner"@de	"Point(10.166038888 53.605780555)"
<http://www.wikidata.org/entity/Q50354390>	"Stolperstein für Erich Heins"@de	"Point(9.974091666 53.547761111)"
<http://www.wikidata.org/entity/Q51597733>	"Stolperstein für Erich Hippel"@de	"Point(9.976819444 53.544819444)"
<http://www.wikidata.org/entity/Q67601093>	"Stolperstein für Erich Joseph Littmann"@de	"Point(9.975286111 53.557538888)"
<http://www.wikidata.org/entity/Q99537649>	"Stolperstein für Erich Joseph Riesenfeld"@de	"Point(9.99085 53.584191666)"
<http://www.wikidata.org/entity/Q54911836>	"Stolperstein für Erich Kistner"@de	"Point(10.098980555 53.548)"
<http://www.wikidata.org/entity/Q64617455>	"Stolperstein für Erich Kohn"@de	"Point(10.065763888 53.556352777)"
<http://www.wikidata.org/entity/Q99227691>	"Stolperstein für Erich Kollmorgen"@de	"Point(9.949947 53.577553)"
<http://www.wikidata.org/entity/Q63846509>	"Stolperstein für Erich Koppel"@de	"Point(10.01195 53.589280555)"
<http://www.wikidata.org/entity/Q89135007>	"Stolperstein für Erich Kromberg"@de	"Point(9.984655555 53.458961111)"
<http://www.wikidata.org/entity/Q67318887>	"Stolperstein für Erich Küter"@de	"Point(9.958344444 53.552875)"
<http://www.wikidata.org/entity/Q99584265>	"Stolperstein für Erich Leyser"@de	"Point(9.984794444 53.569472222)"
<http://www.wikidata.org/entity/Q98242719>	"Stolperstein für Erich Lorenz"@de	"Point(9.970333 53.558246)"
<http://www.wikidata.org/entity/Q61995815>	"Stolperstein für Erich Löwenhardt"@de	"Point(9.999508333 53.552933333)"
<http://www.wikidata.org/entity/Q64630356>	"Stolperstein für Erich Marcus"@de	"Point(10.051652777 53.546041666)"
<http://www.wikidata.org/entity/Q55111705>	"Stolperstein für Erich Meyer"@de	"Point(10.034438888 53.536036111)"
<http://www.wikidata.org/entity/Q99674059>	"Stolperstein für Erich Meyer"@de	"Point(9.98513 53.570755)"
<http://www.wikidata.org/entity/Q108924601>	"Stolperstein für Erich Putlitz"@de	"Point(9.949563888 53.581697222)"
<http://www.wikidata.org/entity/Q91210986>	"Stolperstein für Erich Rosenberg"@de	"Point(9.979404 53.567935)"
<http://www.wikidata.org/entity/Q97649865>	"Stolperstein für Erich Rosenberg"@de	"Point(9.985527777 53.585747222)"
<http://www.wikidata.org/entity/Q99743977>	"Stolperstein für Erich Schütt"@de	"Point(9.97066 53.570772)"
<http://www.wikidata.org/entity/Q97549007>	"Stolperstein für Erich Siegbert Redlich"@de	"Point(9.982894444 53.593691666)"
<http://www.wikidata.org/entity/Q97649531>	"Stolperstein für Erich Siegfried Frensdorff"@de	"Point(9.984533333 53.58595)"
<http://www.wikidata.org/entity/Q98821723>	"Stolperstein für Erich Starke"@de	"Point(9.972827777 53.582622222)"
<http://www.wikidata.org/entity/Q99537463>	"Stolperstein für Erich Stein"@de	"Point(9.987569444 53.574172222)"
<http://www.wikidata.org/entity/Q61935346>	"Stolperstein für Erich Wagener"@de	"Point(10.051297222 53.571872222)"
<http://www.wikidata.org/entity/Q54910976>	"Stolperstein für Erich Werth"@de	"Point(10.088708333 53.547997222)"
<http://www.wikidata.org/entity/Q97481700>	"Stolperstein für Erich Wilhelm Marcus"@de	"Point(9.981902777 53.462816666)"
<http://www.wikidata.org/entity/Q99707196>	"Stolperstein für Erich Wilhelm Maschke"@de	"Point(9.97876 53.579592)"
<http://www.wikidata.org/entity/Q99676383>	"Stolperstein für Erich Wohl"@de	"Point(9.988546 53.566524)"
<http://www.wikidata.org/entity/Q64667004>	"Stolperstein für Erich de Giske"@de	"Point(9.943941666 53.555283333)"
<http://www.wikidata.org/entity/Q99673958>	"Stolperstein für Erika Adler"@de	"Point(9.979658 53.569392)"
<http://www.wikidata.org/entity/Q97619578>	"Stolperstein für Erika Bein"@de	"Point(9.986911111 53.589241666)"
<http://www.wikidata.org/entity/Q54631207>	"Stolperstein für Erika Dawidowicz"@de	"Point(9.865858333 53.463619444)"
<http://www.wikidata.org/entity/Q63183399>	"Stolperstein für Erika Ilse Etter"@de	"Point(9.997230555 53.596738888)"
<http://www.wikidata.org/entity/Q97550632>	"Stolperstein für Erika Levy"@de	"Point(9.979497222 53.592741666)"
<http://www.wikidata.org/entity/Q64617420>	"Stolperstein für Erika Lorenz"@de	"Point(10.054138888 53.563391666)"
<http://www.wikidata.org/entity/Q50379335>	"Stolperstein für Erika Mansfeldt"@de	"Point(10.188288888 53.490730555)"
<http://www.wikidata.org/entity/Q100943926>	"Stolperstein für Erika Milee"@de	"Point(10.004136111 53.592919444)"
<http://www.wikidata.org/entity/Q98495630>	"Stolperstein für Erika Piepenbrink"@de	"Point(9.985666666 53.456655555)"
<http://www.wikidata.org/entity/Q99543661>	"Stolperstein für Erika Rosenberg"@de	"Point(9.984925 53.574280555)"
<http://www.wikidata.org/entity/Q99551340>	"Stolperstein für Erika Simon"@de	"Point(9.988719444 53.577561111)"
<http://www.wikidata.org/entity/Q66741412>	"Stolperstein für Erika Timm"@de	"Point(10.007688888 53.583091666)"
<http://www.wikidata.org/entity/Q106774725>	"Stolperstein für Erna Anders"@de	"Point(9.981875 53.595894444)"
<http://www.wikidata.org/entity/Q82984899>	"Stolperstein für Erna B. Bacharach"@de	"Point(9.981709 53.573648)"
<http://www.wikidata.org/entity/Q99551196>	"Stolperstein für Erna Baruch"@de	"Point(9.986583 53.583843)"
<http://www.wikidata.org/entity/Q98839053>	"Stolperstein für Erna Behling"@de	"Point(9.979580555 53.583061111)"
<http://www.wikidata.org/entity/Q96239260>	"Stolperstein für Erna Behr"@de	"Point(9.9647615 53.5692252)"
<http://www.wikidata.org/entity/Q50127150>	"Stolperstein für Erna Bezen"@de	"Point(10.0221 53.574786111)"
<http://www.wikidata.org/entity/Q99600118>	"Stolperstein für Erna Bleiweiss"@de	"Point(9.980248 53.570422)"
<http://www.wikidata.org/entity/Q99707209>	"Stolperstein für Erna Bragenheim (Jg. 1876)"@de	"Point(9.986675 53.583716)"
<http://www.wikidata.org/entity/Q99707211>	"Stolperstein für Erna Bragenheim (Jg. 1888)"@de	"Point(9.986675 53.583716)"
<http://www.wikidata.org/entity/Q100152854>	"Stolperstein für Erna Brociner"@de	"Point(9.985009 53.571069)"
<http://www.wikidata.org/entity/Q96239262>	"Stolperstein für Erna Cohn"@de	"Point(9.961866 53.554993)"
<http://www.wikidata.org/entity/Q99227484>	"Stolperstein für Erna Cohn"@de	"Point(9.969227777 53.576247222)"
<http://www.wikidata.org/entity/Q99551187>	"Stolperstein für Erna Deutschmann"@de	"Point(9.985780555 53.583455555)"
<http://www.wikidata.org/entity/Q61958441>	"Stolperstein für Erna Dreyer"@de	"Point(10.0598 53.567688888)"
<http://www.wikidata.org/entity/Q98423089>	"Stolperstein für Erna Fischer"@de	"Point(9.983380555 53.586155555)"
<http://www.wikidata.org/entity/Q54957996>	"Stolperstein für Erna Fratje Michelsohn"@de	"Point(10.063672222 53.574355555)"
<http://www.wikidata.org/entity/Q63167560>	"Stolperstein für Erna Fratje Michelsohn"@de	"Point(10.011322222 53.557336111)"
<http://www.wikidata.org/entity/Q98242748>	"Stolperstein für Erna Fuchs"@de	"Point(9.965863888 53.550522222)"
<http://www.wikidata.org/entity/Q67203582>	"Stolperstein für Erna Goldberg"@de	"Point(9.984497222 53.551797222)"
<http://www.wikidata.org/entity/Q97466011>	"Stolperstein für Erna Goldberg"@de	"Point(9.986397222 53.455494444)"
<http://www.wikidata.org/entity/Q54805841>	"Stolperstein für Erna Goldschmidt"@de	"Point(9.879602777 53.556919444)"
<http://www.wikidata.org/entity/Q95435298>	"Stolperstein für Erna Gottlieb"@de	"Point(9.983917 53.582889)"
<http://www.wikidata.org/entity/Q112662878>	"Stolperstein für Erna Grospitz"@de	"Point(9.96791 53.56208)"
<http://www.wikidata.org/entity/Q98839009>	"Stolperstein für Erna Jilovsky"@de	"Point(9.976069444 53.585966666)"
<http://www.wikidata.org/entity/Q91054532>	"Stolperstein für Erna Jutrosinski"@de	"Point(9.984916666 53.565877777)"
<http://www.wikidata.org/entity/Q64617424>	"Stolperstein für Erna Keibel"@de	"Point(10.056472222 53.564066666)"
<http://www.wikidata.org/entity/Q64632920>	"Stolperstein für Erna Kisch"@de	"Point(10.048511111 53.559711111)"
<http://www.wikidata.org/entity/Q99227513>	"Stolperstein für Erna Kleve"@de	"Point(9.975008333 53.573011111)"
<http://www.wikidata.org/entity/Q99600080>	"Stolperstein für Erna Kloss"@de	"Point(9.987513888 53.570363888)"
<http://www.wikidata.org/entity/Q90464298>	"Stolperstein für Erna Lackmann"@de	"Point(9.972405555 53.460622222)"
<http://www.wikidata.org/entity/Q62071182>	"Stolperstein für Erna Lieske"@de	"Point(10.021013888 53.565233333)"
<http://www.wikidata.org/entity/Q97141616>	"Stolperstein für Erna Löw"@de	"Point(9.955377777 53.568969444)"
<http://www.wikidata.org/entity/Q55068695>	"Stolperstein für Erna Martinelly"@de	"Point(10.034947222 53.558180555)"
<http://www.wikidata.org/entity/Q99542481>	"Stolperstein für Erna Meyerson"@de	"Point(9.981732 53.575062)"
<http://www.wikidata.org/entity/Q62616399>	"Stolperstein für Erna Müller"@de	"Point(10.017063888 53.5566)"
<http://www.wikidata.org/entity/Q113115947>	"Stolperstein für Erna Müller"@de	"Point(10.017063888 53.5566)"
<http://www.wikidata.org/entity/Q54913493>	"Stolperstein für Erna Nathan"@de	"Point(10.090108333 53.549336111)"
<http://www.wikidata.org/entity/Q76509251>	"Stolperstein für Erna Oberländer"@de	"Point(10.011225 53.554136111)"
<http://www.wikidata.org/entity/Q63846589>	"Stolperstein für Erna Pauline Stadtaus"@de	"Point(9.995458333 53.599447222)"
<http://www.wikidata.org/entity/Q61984469>	"Stolperstein für Erna Peine"@de	"Point(9.996711111 53.547669444)"
<http://www.wikidata.org/entity/Q91899668>	"Stolperstein für Erna Perls"@de	"Point(9.982477777 53.459994444)"
<http://www.wikidata.org/entity/Q98429996>	"Stolperstein für Erna Polak"@de	"Point(9.984336111 53.586877777)"
<http://www.wikidata.org/entity/Q64529085>	"Stolperstein für Erna Rosa Gutentag"@de	"Point(10.053708333 53.555138888)"
<http://www.wikidata.org/entity/Q99537574>	"Stolperstein für Erna Rosenkranz"@de	"Point(9.983435 53.582146)"
<http://www.wikidata.org/entity/Q45826201>	"Stolperstein für Erna Schniek"@de	"Point(9.980116666 53.547672222)"
<http://www.wikidata.org/entity/Q66459016>	"Stolperstein für Erna Schuchardt"@de	"Point(9.982780555 53.549347222)"
<http://www.wikidata.org/entity/Q99533265>	"Stolperstein für Erna Simon"@de	"Point(9.996691666 53.578677777)"
<http://www.wikidata.org/entity/Q99600045>	"Stolperstein für Erna Streim"@de	"Point(9.978779 53.571772)"
<http://www.wikidata.org/entity/Q67184522>	"Stolperstein für Erna Strüßmann"@de	"Point(9.982238888 53.55055)"
<http://www.wikidata.org/entity/Q99658843>	"Stolperstein für Ernestine Hirsch"@de	"Point(9.980897222 53.567511111)"
<http://www.wikidata.org/entity/Q99551188>	"Stolperstein für Ernestine Hirsch"@de	"Point(9.98602 53.583689)"
<http://www.wikidata.org/entity/Q99537453>	"Stolperstein für Ernestine Jacobsohn"@de	"Point(9.984963888 53.572702777)"
<http://www.wikidata.org/entity/Q98180248>	"Stolperstein für Ernestine Mächtig"@de	"Point(10.016602777 53.586255555)"
<http://www.wikidata.org/entity/Q54911824>	"Stolperstein für Ernestine Tichauer"@de	"Point(10.083088888 53.554669444)"
<http://www.wikidata.org/entity/Q111309377>	"Stolperstein für Ernestine Wolff"@de	"Point(9.970430555 53.55835)"
<http://www.wikidata.org/entity/Q99227486>	"Stolperstein für Ernst Abel"@de	"Point(9.976788888 53.571691666)"
<http://www.wikidata.org/entity/Q99707011>	"Stolperstein für Ernst Alsberg"@de	"Point(9.981725 53.575697222)"
<http://www.wikidata.org/entity/Q99673935>	"Stolperstein für Ernst Antonio Cassuto"@de	"Point(9.978559 53.566223)"
<http://www.wikidata.org/entity/Q99707219>	"Stolperstein für Ernst Antonio Cassuto"@de	"Point(9.979638888 53.577844444)"
<http://www.wikidata.org/entity/Q67203659>	"Stolperstein für Ernst Aron Posner"@de	"Point(9.981641666 53.551058333)"
<http://www.wikidata.org/entity/Q91202181>	"Stolperstein für Ernst August Gottschalk"@de	"Point(9.982636111 53.570188888)"
<http://www.wikidata.org/entity/Q98805285>	"Stolperstein für Ernst Bauer"@de	"Point(9.97055 53.584147222)"
<http://www.wikidata.org/entity/Q111628934>	"Stolperstein für Ernst Bendix"@de	"Point(9.988680555 53.576219444)"
<http://www.wikidata.org/entity/Q99534115>	"Stolperstein für Ernst Bundheim"@de	"Point(9.981951 53.574867)"
<http://www.wikidata.org/entity/Q97577484>	"Stolperstein für Ernst Cramer"@de	"Point(9.995977777 53.588961111)"
<http://www.wikidata.org/entity/Q63190260>	"Stolperstein für Ernst David Steindecker"@de	"Point(10.003980555 53.588530555)"
<http://www.wikidata.org/entity/Q63956673>	"Stolperstein für Ernst Dehle"@de	"Point(9.934205555 53.550363888)"
<http://www.wikidata.org/entity/Q91036318>	"Stolperstein für Ernst Delbanco"@de	"Point(9.987794444 53.562658333)"
<http://www.wikidata.org/entity/Q99600046>	"Stolperstein für Ernst Ephraim Streim"@de	"Point(9.978779 53.571772)"
<http://www.wikidata.org/entity/Q43651991>	"Stolperstein für Ernst Fiering"@de	"Point(10.00800885 53.55681032)"
<http://www.wikidata.org/entity/Q111621163>	"Stolperstein für Ernst Frehe"@de	"Point(9.992502 53.457374)"
<http://www.wikidata.org/entity/Q47003359>	"Stolperstein für Ernst Friedrich Wetzstein"@de	"Point(10.043186111 53.597663888)"
<http://www.wikidata.org/entity/Q97578861>	"Stolperstein für Ernst Goldschmidt"@de	"Point(9.985169444 53.585027777)"
<http://www.wikidata.org/entity/Q99692875>	"Stolperstein für Ernst Grossmann"@de	"Point(9.989730555 53.563627777)"
<http://www.wikidata.org/entity/Q64529150>	"Stolperstein für Ernst Gutentag"@de	"Point(10.053708333 53.555138888)"
<http://www.wikidata.org/entity/Q63066542>	"Stolperstein für Ernst Hagemann"@de	"Point(10.008461111 53.554319444)"
<http://www.wikidata.org/entity/Q54614455>	"Stolperstein für Ernst Hagemann"@de	"Point(9.939897222 53.554194444)"
<http://www.wikidata.org/entity/Q98969313>	"Stolperstein für Ernst Hampel"@de	"Point(9.960866666 53.580311111)"
<http://www.wikidata.org/entity/Q99673954>	"Stolperstein für Ernst Hauptmann"@de	"Point(9.979762 53.569152)"
<http://www.wikidata.org/entity/Q50379420>	"Stolperstein für Ernst Henning"@de	"Point(10.216113888 53.485083333)"
<http://www.wikidata.org/entity/Q43747521>	"Stolperstein für Ernst Henning"@de	"Point(9.992747222 53.550547222)"
<http://www.wikidata.org/entity/Q99537632>	"Stolperstein für Ernst Hofmann"@de	"Point(9.987085 53.583953)"
<http://www.wikidata.org/entity/Q98422362>	"Stolperstein für Ernst J. Schönhof"@de	"Point(9.983088888 53.585877777)"
<http://www.wikidata.org/entity/Q99636634>	"Stolperstein für Ernst Jacobson"@de	"Point(9.980475 53.570211111)"
<http://www.wikidata.org/entity/Q113278724>	"Stolperstein für Ernst Jacobson"@de	"Point(9.990769444 53.578841666)"
<http://www.wikidata.org/entity/Q99537631>	"Stolperstein für Ernst Josef Müller"@de	"Point(9.986863888 53.583738888)"
<http://www.wikidata.org/entity/Q63183511>	"Stolperstein für Ernst Joseph Grossmann"@de	"Point(10.006430555 53.582719444)"
<http://www.wikidata.org/entity/Q50354337>	"Stolperstein für Ernst Jürgensen"@de	"Point(9.979072222 53.549091666)"
<http://www.wikidata.org/entity/Q64682084>	"Stolperstein für Ernst Knappe"@de	"Point(9.954627777 53.547486111)"
<http://www.wikidata.org/entity/Q65062535>	"Stolperstein für Ernst Kusel"@de	"Point(9.985308333 53.553305555)"
<http://www.wikidata.org/entity/Q99537668>	"Stolperstein für Ernst Levy"@de	"Point(9.979722222 53.577527777)"
<http://www.wikidata.org/entity/Q106543560>	"Stolperstein für Ernst Lissauer"@de	"Point(9.977133333 53.550222222)"
<http://www.wikidata.org/entity/Q99534199>	"Stolperstein für Ernst Lychenheim"@de	"Point(9.987297222 53.582127777)"
<http://www.wikidata.org/entity/Q58822909>	"Stolperstein für Ernst Lübkemann"@de	"Point(9.960880555 53.455338888)"
<http://www.wikidata.org/entity/Q95012307>	"Stolperstein für Ernst Mammen"@de	"Point(9.979580555 53.460386111)"
<http://www.wikidata.org/entity/Q99537601>	"Stolperstein für Ernst Maren"@de	"Point(9.983917 53.582889)"
<http://www.wikidata.org/entity/Q61935107>	"Stolperstein für Ernst Mayer"@de	"Point(10.038713888 53.562372222)"
<http://www.wikidata.org/entity/Q99584298>	"Stolperstein für Ernst Meinhardt"@de	"Point(9.987734 53.567945)"
<http://www.wikidata.org/entity/Q52152406>	"Stolperstein für Ernst Mittelbach"@de	"Point(10.047416666 53.633602777)"
<http://www.wikidata.org/entity/Q43675450>	"Stolperstein für Ernst Mittelbach"@de	"Point(10.035861111 53.553077777)"
<http://www.wikidata.org/entity/Q62030045>	"Stolperstein für Ernst Moritz Rappolt"@de	"Point(9.992602777 53.548547222)"
<http://www.wikidata.org/entity/Q63975783>	"Stolperstein für Ernst Oppenheimer"@de	"Point(10.006588888 53.582219444)"
<http://www.wikidata.org/entity/Q63895114>	"Stolperstein für Ernst Philip Oettinger"@de	"Point(10.004752777 53.588661111)"
<http://www.wikidata.org/entity/Q112627431>	"Stolperstein für Ernst Posner"@de	"Point(9.979928 53.552515)"
<http://www.wikidata.org/entity/Q54947899>	"Stolperstein für Ernst Reichenberg"@de	"Point(10.070788888 53.568925)"
<http://www.wikidata.org/entity/Q108915976>	"Stolperstein für Ernst Reinhold Ascher"@de	"Point(9.985036 53.570583)"
<http://www.wikidata.org/entity/Q108925186>	"Stolperstein für Ernst Renner"@de	"Point(9.953569444 53.575663888)"
<http://www.wikidata.org/entity/Q90316260>	"Stolperstein für Ernst Rosenschein"@de	"Point(9.976019444 53.465055555)"
<http://www.wikidata.org/entity/Q61934991>	"Stolperstein für Ernst Rothstein"@de	"Point(10.044352777 53.570366666)"
<http://www.wikidata.org/entity/Q99543222>	"Stolperstein für Ernst Rudolf Reiss"@de	"Point(9.992423 53.581645)"
<http://www.wikidata.org/entity/Q62024571>	"Stolperstein für Ernst Schnädelbach"@de	"Point(9.9986 53.547763888)"
<http://www.wikidata.org/entity/Q99673922>	"Stolperstein für Ernst Selig"@de	"Point(9.981469444 53.568305555)"
<http://www.wikidata.org/entity/Q63190502>	"Stolperstein für Ernst Stender"@de	"Point(10.017452777 53.582633333)"
<http://www.wikidata.org/entity/Q45831300>	"Stolperstein für Ernst Thälmann"@de	"Point(9.992747222 53.550547222)"
<http://www.wikidata.org/entity/Q97141615>	"Stolperstein für Ernst Thälmann"@de	"Point(9.984136111 53.595061111)"
<http://www.wikidata.org/entity/Q50349860>	"Stolperstein für Ernst Victor"@de	"Point(9.892516666 53.559872222)"
<http://www.wikidata.org/entity/Q99707225>	"Stolperstein für Ernst Wartenberger"@de	"Point(9.978027 53.57751)"
<http://www.wikidata.org/entity/Q98838994>	"Stolperstein für Ernst Wassermann"@de	"Point(9.977572222 53.583719444)"
<http://www.wikidata.org/entity/Q99744026>	"Stolperstein für Ernst Wenkel"@de	"Point(9.961894444 53.566411111)"
<http://www.wikidata.org/entity/Q62032008>	"Stolperstein für Ernst Werner"@de	"Point(9.992602777 53.548547222)"
<http://www.wikidata.org/entity/Q99537533>	"Stolperstein für Ernst Werner"@de	"Point(9.980399 53.580192)"
<http://www.wikidata.org/entity/Q64617448>	"Stolperstein für Ernst Wilda"@de	"Point(10.046397222 53.556880555)"
<http://www.wikidata.org/entity/Q97593950>	"Stolperstein für Ernst Wilda"@de	"Point(9.981647222 53.585675)"
<http://www.wikidata.org/entity/Q97574972>	"Stolperstein für Ernst de Haas"@de	"Point(9.965330555 53.566575)"
<http://www.wikidata.org/entity/Q52162134>	"Stolperstein für Ernst-Nathan Dessauer"@de	"Point(9.910361111 53.565594444)"
<http://www.wikidata.org/entity/Q99534093>	"Stolperstein für Erwin Alfred Bonheim"@de	"Point(9.98172 53.574382)"
<http://www.wikidata.org/entity/Q99208288>	"Stolperstein für Erwin Berlin"@de	"Point(9.969619444 53.577552777)"
<http://www.wikidata.org/entity/Q61989769>	"Stolperstein für Erwin Bukschnewski"@de	"Point(9.994358333 53.547586111)"
<http://www.wikidata.org/entity/Q100604550>	"Stolperstein für Erwin Bähr"@de	"Point(9.991793 53.566453)"
<http://www.wikidata.org/entity/Q63969698>	"Stolperstein für Erwin Christen"@de	"Point(9.998633333 53.597972222)"
<http://www.wikidata.org/entity/Q99537619>	"Stolperstein für Erwin Cohn"@de	"Point(9.986583055 53.583843055)"
<http://www.wikidata.org/entity/Q64520565>	"Stolperstein für Erwin Elias"@de	"Point(10.040608333 53.553430555)"
<http://www.wikidata.org/entity/Q64528679>	"Stolperstein für Erwin Feder"@de	"Point(10.047755555 53.555191666)"
<http://www.wikidata.org/entity/Q99673973>	"Stolperstein für Erwin Freschl"@de	"Point(9.978776 53.571308)"
<http://www.wikidata.org/entity/Q67087340>	"Stolperstein für Erwin Grossmeyer"@de	"Point(9.976986111 53.551336111)"
<http://www.wikidata.org/entity/Q99537628>	"Stolperstein für Erwin Heinemann"@de	"Point(9.986863888 53.583738888)"
<http://www.wikidata.org/entity/Q64631878>	"Stolperstein für Erwin Henschel"@de	"Point(10.065002777 53.555969444)"
<http://www.wikidata.org/entity/Q99676380>	"Stolperstein für Erwin Horschitz"@de	"Point(9.988546 53.566524)"
<http://www.wikidata.org/entity/Q61965530>	"Stolperstein für Erwin Kainer"@de	"Point(10.053494444 53.571291666)"
<http://www.wikidata.org/entity/Q64617426>	"Stolperstein für Erwin Keibel"@de	"Point(10.056472222 53.564066666)"
<http://www.wikidata.org/entity/Q113463569>	"Stolperstein für Erwin Klein"@de	"Point(9.893821 53.572655)"
<http://www.wikidata.org/entity/Q91210980>	"Stolperstein für Erwin Kopf"@de	"Point(9.979404 53.567935)"
<http://www.wikidata.org/entity/Q98429981>	"Stolperstein für Erwin Kraus"@de	"Point(9.985513888 53.586572222)"
<http://www.wikidata.org/entity/Q97579408>	"Stolperstein für Erwin Kugelmann"@de	"Point(9.997333333 53.578363888)"
<http://www.wikidata.org/entity/Q91202191>	"Stolperstein für Erwin Levinson"@de	"Point(9.982636111 53.570188888)"
<http://www.wikidata.org/entity/Q64666969>	"Stolperstein für Erwin Mattio"@de	"Point(9.9509 53.546572222)"
<http://www.wikidata.org/entity/Q111541420>	"Stolperstein für Erwin Pepper"@de	"Point(10.185863888 53.607772222)"
<http://www.wikidata.org/entity/Q64637354>	"Stolperstein für Erwin Pulka"@de	"Point(9.958591666 53.557702777)"
<http://www.wikidata.org/entity/Q99636790>	"Stolperstein für Erwin Salomon Gochsheimer"@de	"Point(9.989389 53.565046)"
<http://www.wikidata.org/entity/Q99227517>	"Stolperstein für Erwin Sänger"@de	"Point(9.968613888 53.572002777)"
<http://www.wikidata.org/entity/Q54860451>	"Stolperstein für Erwin Sänger"@de	"Point(10.006022222 53.672244444)"
<http://www.wikidata.org/entity/Q99658874>	"Stolperstein für Erwin Vogel"@de	"Point(9.974645 53.567256)"
<http://www.wikidata.org/entity/Q62130400>	"Stolperstein für Erwin Weissfeiler"@de	"Point(10.0246325 53.5628584)"
<http://www.wikidata.org/entity/Q99701936>	"Stolperstein für Ester Schlesinger"@de	"Point(9.982486111 53.570797222)"
<http://www.wikidata.org/entity/Q97502208>	"Stolperstein für Ester Sroka"@de	"Point(9.987230555 53.455088888)"
<http://www.wikidata.org/entity/Q97610368>	"Stolperstein für Ester Voigt"@de	"Point(9.956505555 53.552266666)"
<http://www.wikidata.org/entity/Q99053152>	"Stolperstein für Esther Adler"@de	"Point(9.973336111 53.578227777)"
<http://www.wikidata.org/entity/Q91210950>	"Stolperstein für Esther Ascher"@de	"Point(9.979404 53.567935)"
<http://www.wikidata.org/entity/Q113055357>	"Stolperstein für Esther Bähr"@de	"Point(9.967833333 53.566638888)"
<http://www.wikidata.org/entity/Q96883803>	"Stolperstein für Esther Erna Pütz"@de	"Point(9.996994444 53.584322222)"
<http://www.wikidata.org/entity/Q63176950>	"Stolperstein für Esther Eulenstein"@de	"Point(10.016916666 53.556963888)"
<http://www.wikidata.org/entity/Q64776945>	"Stolperstein für Esther Gutfreund"@de	"Point(9.956541666 53.560111111)"
<http://www.wikidata.org/entity/Q99676344>	"Stolperstein für Esther Levy"@de	"Point(9.982335 53.569807)"
<http://www.wikidata.org/entity/Q64578445>	"Stolperstein für Esther Minden"@de	"Point(10.040791666 53.561391666)"
<http://www.wikidata.org/entity/Q55025856>	"Stolperstein für Esther Münster"@de	"Point(10.034997222 53.55685)"
<http://www.wikidata.org/entity/Q66145679>	"Stolperstein für Esther Neukorn"@de	"Point(9.983541666 53.548869444)"
<http://www.wikidata.org/entity/Q99707019>	"Stolperstein für Etel Bernstein"@de	"Point(9.987342 53.582373)"
<http://www.wikidata.org/entity/Q50424612>	"Stolperstein für Etelka Weisz"@de	"Point(9.837016666 53.555855555)"
<http://www.wikidata.org/entity/Q46258347>	"Stolperstein für Etkar Josef André"@de	"Point(10.056452777 53.584938888)"
