Q106605756	Category:%C3%96jendorfer_Damm
Q114134042	Category:Freiwillige_Feuerwehr_P%C3%B6seldorf
Q113499777	Category:Freiwillige_Feuerwehr_Sasel
Q110315824	Category:Freiwillige_Feuerwehr_Spadenland
Q76313493	Category:Frettchenweg_(Hamburg)
Q114808819	Category:Frickestra%C3%9Fe_(Hamburg)
Q94771453	Category:Fridtjof-Nansen-Schule_(Hamburg)
Q106992066	Category:Friedastra%C3%9Fe_(Hamburg)
Q114808820	Category:Friedensallee_(Hamburg)
Q96162554	Category:Friedenskirche_(Hamburg-Farmsen-Berne)
Q108566780	Category:Friedenskirche_(Hamburg-Jenfeld)
Q28374409	Category:Friedenskirche_(Hamburg-St._Pauli)
Q106605255	Category:Friedenstra%C3%9Fe_(Hamburg)
Q1457488	Category:Friedhof_%C3%96jendorf
Q18286210	Category:Friedhof_Altona
Q1399761	Category:Friedhof_Bergedorf
Q41680828	Category:Friedhof_Blankenese
Q21205543	Category:Friedhof_der_Namenlosen_Neuwerk
Q26821519	Category:Friedhof_Gro%C3%9F_Flottbek
Q16920677	Category:Friedhof_Norderreihe_Altona
Q562211	Category:Friedhof_Ohlsdorf
Q2127412	Category:Friedhof_Rahlstedt
Q107208540	Category:Friedhof_Tonndorf
Q114808822	Category:Friedhofstra%C3%9Fe_(Hamburg)
Q106605256	Category:Friedrich-Ebert-Damm_(Hamburg)
Q882453	Category:Friedrich-Ebert-Gymnasium_(Hamburg)
Q106605257	Category:Friedrich-Ebert-Stra%C3%9Fe_(Hamburg)
Q106605258	Category:Friedrich-Frank-Bogen
Q114808823	Category:Friedrich-Kirsten-Stra%C3%9Fe
Q106962717	Category:Friedrich-Robbe-Institut
Q47535872	Category:Friedrichsberger_Br%C3%BCcke_(Hamburg)
Q51772336	Category:Friedrichsberger_Park
Q106605259	Category:Friedrichsberger_Stra%C3%9Fe_(Hamburg)
Q106605260	Category:Friedrichstra%C3%9Fe_(Hamburg)
Q106605261	Category:Friesenstra%C3%9Fe_(Hamburg)
Q84493875	Category:Fritz-K%C3%B6hne-Schule
Q106605262	Category:Fritz-Schumacher-Allee
Q28946766	Category:Fritz-Schumacher-Schule
Q50212429	Category:Fritz-Schumacher-Siedlung
Q15810829	Category:Frohbotschaftskirche_(Hamburg-Dulsberg)
Q106605263	Category:Frohmestra%C3%9Fe
Q106605264	Category:Fruchtallee_(Hamburg)
Q114808825	Category:Frustbergstra%C3%9Fe
Q106605265	Category:Fuhlentwiete
Q26821521	Category:Fuhlsb%C3%BCttler_Stra%C3%9Fe
Q11923300	Category:Furtbek
Q106605266	Category:Furtweg_(Hamburg)
Q1558764	Category:G%C3%A4ngeviertel_(Hamburg)
Q1558796	Category:G%C3%A4nsemarkt
Q107159248	Category:G%C3%B6hlbachtal
Q1559591	Category:G%C3%B6rtz-Palais
Q106605324	Category:G%C3%BCntherstra%C3%9Fe_(Hamburg)
Q1562227	Category:G%C3%BCterumgehungsbahn_Hamburg
Q50250808	Category:Galerie_Weber_in_Hamburg
Q1492309	Category:Galleria_(Hamburg)
Q811949	Category:Gardens_and_parks_in_Hamburg
Q106605267	Category:Garstedter_Weg_(Hamburg)
Q106393914	Category:Garstedter_Weg_9_(Hamburg)
Q1494692	Category:Gartenstadt_Berne
Q31839652	Category:Gartenstadt_Farmsen
Q31202344	Category:Gasolin-Tankstelle_Billhorner_R%C3%B6hrendamm_4_(Hamburg)
Q114808830	Category:Gasstra%C3%9Fe_(Hamburg)
Q106605268	Category:Gau%C3%9Fstra%C3%9Fe_(Hamburg)
Q105755871	Category:Gau%C3%9Fstra%C3%9Fe_51_(Hamburg)
Q106605269	Category:Gazellenkamp
Q106605270	Category:Gebr%C3%BCder-Wolf-Platz_(Hamburg)
Q106605271	Category:Gebweiler_Stra%C3%9Fe
Q11823399	Category:Gedenkhain_KZ_Neuengamme_-_Deportierte_des_Warschauer_Aufstandes_1944
Q1004271	Category:Gedenkst%C3%A4tte_Bullenhuser_Damm
Q2098738	Category:Gedenkst%C3%A4tte_Plattenhaus_Poppenb%C3%BCttel
Q1497510	Category:Gedenkstein_f%C3%BCr_die_Erhebung_Schleswig-Holsteins_(Hamburg-Blankenese)
Q79117283	Category:Gedenkstein_Neue_Dammtorsynagoge_(Hamburg)
Q114808832	Category:Geffckenstra%C3%9Fe
Q106605272	Category:Gefionstra%C3%9Fe_(Hamburg)
Q106605273	Category:Gehlengraben
Q106605274	Category:Geibelstra%C3%9Fe_(Hamburg)
Q882742	Category:Gelehrtenschule_des_Johanneums
Q28499802	Category:Gemeindehaus_St._Michaelis
Q28037564	Category:Gemeindezentrum_M%C3%BCmmelmannsberg
Q1277629	Category:Generation_Move
Q106605275	Category:Genslerstra%C3%9Fe_(Hamburg)
Q1503225	Category:Geologisch-Pal%C3%A4ontologisches_Museum_Hamburg
Q107143114	Category:Geomatikum_(Hamburg)
Q114808834	Category:Georg-Heyken-Stra%C3%9Fe
Q114808837	Category:Georgsplatz_(Hamburg)
Q11924090	Category:Georgswerder_Schleusengraben
Q106605276	Category:Georg-Thielen-Gasse
Q114808835	Category:Georg-Wilhelm-Stra%C3%9Fe_(Hamburg)
Q106605278	Category:Gerade_Stra%C3%9Fe_(Hamburg)
Q1512919	Category:Gerhart-Hauptmann-Platz_(Hamburg)
Q106605279	Category:Gerhofstra%C3%9Fe
Q114808839	Category:Gerichtstra%C3%9Fe_(Hamburg)
Q470412	Category:German_Institute_for_Global_and_Area_Studies
Q106605280	Category:Gerritstra%C3%9Fe
Q106605281	Category:Gertigstra%C3%9Fe
Q114808841	Category:Gertrudenkirchhof_(Hamburg)
Q114808844	Category:Gertrudenstra%C3%9Fe_(Hamburg)
Q65900626	Category:Geschwister-Scholl-Stadtteilschule
Q114808846	Category:Geschwister-Scholl-Stra%C3%9Fe_(Hamburg)
Q105480861	Category:Gesellschaftsspiegel
Q19284024	Category:Gewerkschaftshaus_(Hamburg)
Q24068718	Category:Girardethaus
Q67086172	Category:Gisela_Engelin-Hommes,_Zirkusreiterin
Q106605286	Category:Gl%C3%BCckel-von-Hameln-Stra%C3%9Fe
Q106605282	Category:Glacischaussee
Q106605283	Category:Glash%C3%BCttenstra%C3%9Fe_(Hamburg)
Q315684	Category:Glinder_Au
Q106605285	Category:Glindweg_(Hamburg)
Q106382358	Category:Globushof
Q24505389	Category:Glockengie%C3%9Ferwall
Q106605287	Category:Gluckstra%C3%9Fe_(Hamburg)
Q106605288	Category:Gnadenbergweg
Q108566781	Category:Gnadenkirche_(Hamburg-Lohbr%C3%BCgge)
Q9187671	Category:Gnadenkirche_St._Pauli
Q106605289	Category:Gneisenaustra%C3%9Fe_(Hamburg)
Q1540603	Category:Go%C3%9Flerhaus
Q1321149	Category:Go%C3%9Flers_Park
Q106605290	Category:Godeffroystra%C3%9Fe_(Hamburg)
Q47507434	Category:Goebenbr%C3%BCcke_(Hamburg)
Q114808848	Category:Goebenstra%C3%9Fe_(Hamburg)
Q106605291	Category:Goernestra%C3%9Fe
Q114808851	Category:Goetheallee_(Hamburg)
Q113977016	Category:Goetheallee_5-7_(Hamburg)
Q1534110	Category:Goethe-Gymnasium_(Hamburg)
Q106605293	Category:Goethestra%C3%9Fe_(Hamburg)
Q114808854	Category:Gojenbergsweg
Q1534721	Category:Goldbekkanal
Q106605294	Category:Goldbekplatz
Q66103050	Category:Goldbek-Schule
Q106605295	Category:Goldbekufer
Q1535030	Category:Golden_Pudel_Club
Q100806034	Category:Goldmariekengraben
Q92598718	Category:Gorch-Fock-Schule_(Hamburg)
Q106605296	Category:Gorch-Fock-Wall_(Hamburg)
Q882956	Category:Gose_Elbe
Q106605297	Category:Gottschedstra%C3%9Fe_(Hamburg)
Q106692977	Category:Gr%C3%BCnanlage_Willersweg
Q106605321	Category:Gr%C3%BCner_Winkel
Q1550320	Category:Gr%C3%BCnspan
Q113137846	Category:Grab_Henning_Voscherau_auf_dem_Friedhof_Ohlsdorf
Q99541032	Category:Graben_am_Ree
Q104218067	Category:Graben_Bahnhofsviertel
Q98768919	Category:Graben_Stadionstra%C3%9Fe
Q106605298	Category:Grabenstra%C3%9Fe_(Hamburg)
Q19284327	Category:Graf-Goltz-Kaserne_(Hamburg)
Q114808856	Category:Gramkowweg
Q114808859	Category:Grandeswerder_Stra%C3%9Fe
Q106605299	Category:Grandweg_(Hamburg)
Q77041738	Category:Grasbrookpark
Q106605300	Category:Graskeller
Q114808861	Category:Grasredder_(Hamburg)
Q106605301	Category:Grasweg_(Hamburg)
Q106605302	Category:Graumannsweg
Q106605303	Category:Graumanntwiete
Q104216876	Category:Graumanntwiete_5
Q70201050	Category:Grave_Bendixen_at_Friedhof_Ohlsdorf
Q98841506	Category:Grave_Hadeler_(Karin_Hertz)_at_Friedhof_Ohlsdorf
Q67142233	Category:Grave_KH_Engelin_at_Friedhof_Ohlsdorf
Q67142664	Category:Grave_Veit_Engelin_at_Friedhof_Ohlsdorf
Q107300682	Category:Greifenbergpark
Q106605304	Category:Greifswalder_Stra%C3%9Fe_(Hamburg)
Q106605305	Category:Grellkamp_(Hamburg)
Q105582355	Category:Gretel-Bergmann-Schule
Q11924715	Category:Grevenhofkanal
Q106605306	Category:Grevenweg_(Hamburg)
Q106605307	Category:Griegstra%C3%9Fe_(Hamburg)
Q106713012	Category:Grimm
Q106605309	Category:Grindelallee
Q111901527	Category:Grindelallee_100
Q106371754	Category:Grindelallee_117
Q106605310	Category:Grindelberg
Q1546956	Category:Grindelhochh%C3%A4user
Q114808865	Category:Grindelweg_(Hamburg)
Q108566782	Category:Gro%C3%9F_Flottbeker_Kirche_(Hamburg)
Q114808870	Category:Gro%C3%9Fe_B%C3%A4ckerstra%C3%9Fe_(Hamburg)
Q1548151	Category:Gro%C3%9Fe_Bergstra%C3%9Fe_(Hamburg)
Q27669941	Category:Gro%C3%9Fe_Bleichen_(Hamburg)
Q114808867	Category:Gro%C3%9Fe_Brunnenstra%C3%9Fe_(Hamburg)
Q26836571	Category:Gro%C3%9Fe_Elbstra%C3%9Fe
Q316958	Category:Gro%C3%9Fe_Flottbek
Q895867	Category:Gro%C3%9Fe_Freiheit
Q15137841	Category:Gro%C3%9Fe_Freiheit_36
Q104870500	Category:Gro%C3%9Fe_Freiheit_63
Q114808871	Category:Gro%C3%9Fe_Johannisstra%C3%9Fe_(Hamburg)
Q79798064	Category:Gro%C3%9Fe_Liegende_(Barbara_Haeger,_1956)
Q44444852	Category:Gro%C3%9Fe_Reichenstra%C3%9Fe
Q1548641	Category:Gro%C3%9Fer_Burstah
Q106605314	Category:Gro%C3%9Fer_Grasbrook
Q106605315	Category:Gro%C3%9Fer_Schippsee_(Hamburg)
Q106605316	Category:Gro%C3%9Fer_Trampgang
Q106605317	Category:Gro%C3%9Fheidestra%C3%9Fe_(Hamburg)
Q1549478	Category:Gro%C3%9Fneumarkt
Q76307559	Category:Gro%C3%9Fneumarktbrunnen
Q110970310	Category:Gro%C3%9Fwohnsiedlung_Hamburg-Steilshoop
Q106605311	Category:Groothoffgasse
Q106605312	Category:Grootsruhe_(Hamburg)
Q106605313	Category:Gropiusring_(Hamburg)
Q106605319	Category:Grote_Raak
Q96979283	Category:Grothwischgraben
Q114808873	Category:Grube_(Hamburg)
Q106605320	Category:Grumbrechtstra%C3%9Fe
Q106811742	Category:Grundschule_Buckhorn
Q90043460	Category:Grundschule_Horn_(Hamburg)
Q96193701	Category:Grundschule_Lohkampstra%C3%9Fe
Q98934360	Category:Grundschule_M%C3%BCmmelmannsberg
Q83784643	Category:Grundschule_Sachsenweg
Q91442810	Category:Grundschule_St%C3%BCbenhofer_Weg
Q96323170	Category:Grundschule_St._Pauli
Q19310793	Category:Gruner_%2B_Jahr_Verlagshaus_Baumwall
Q106605323	Category:Gryphiusstra%C3%9Fe_(Hamburg)
Q11924800	Category:Guanofleet
Q1555231	Category:Gurlitt-Insel
Q114808874	Category:Gurlittstra%C3%9Fe_(Hamburg)
Q11925009	Category:Gussau
Q1555405	Category:Gustaf-Adolfskyrkan_(Hamburg)
Q56641015	Category:Gustav_Mahler-Museum,_Hamburg
Q106605325	Category:Gustav-Falke-Stra%C3%9Fe
Q106605326	Category:Gustav-Freytag-Strasse_(Hamburg)
Q106605327	Category:Gustav-Leo-Stra%C3%9Fe
Q28314181	Category:Gustav-Mahler-Park
Q17123453	Category:Gut_Karlsh%C3%B6he
Q107445411	Category:Gut_Marienh%C3%B6he
Q1454260	Category:Gymnasium_Allee_(Hamburg)
Q65998271	Category:Gymnasium_Allerm%C3%B6he
Q1558060	Category:Gymnasium_Alstertal
Q1558062	Category:Gymnasium_Altona
Q41576002	Category:Gymnasium_Blankenese
Q1558078	Category:Gymnasium_Bondenwald
Q1558081	Category:Gymnasium_Bornbrook
Q60024528	Category:Gymnasium_Buckhorn
Q65999288	Category:Gymnasium_D%C3%B6rpsweg
Q1558106	Category:Gymnasium_Eppendorf
Q1558112	Category:Gymnasium_Farmsen
Q65998915	Category:Gymnasium_Finkenwerder
Q69997166	Category:Gymnasium_Hamm_(Hamburg)
Q1387373	Category:Gymnasium_Heidberg
Q63183783	Category:Gymnasium_Hochrad
Q18624903	Category:Gymnasium_Hoheluft
Q63086254	Category:Gymnasium_Hummelsb%C3%BCttel
Q27920019	Category:Gymnasium_Lerchenfeld
Q65783704	Category:Gymnasium_Lohbr%C3%BCgge
Q1558182	Category:Gymnasium_Meiendorf
Q1427207	Category:Gymnasium_Oberalster
Q66004142	Category:Gymnasium_Ohmoor
Q1558205	Category:Gymnasium_Oldenfelde
Q1558206	Category:Gymnasium_Osterbek
Q66004193	Category:Gymnasium_Othmarschen
Q66004249	Category:Gymnasium_Rahlstedt
Q66133369	Category:Gymnasium_Rissen
Q108340770	Category:Gymnasium_Rotherbaum
Q1558244	Category:Gymnasium_S%C3%BCderelbe
Q66619427	Category:Gyula-Trebitsch-Schule_Tonndorf
Q106605417	Category:H%C3%B6gerdamm_(Hamburg)
Q106605429	Category:H%C3%B6hnkoppelort
Q106605430	Category:H%C3%B6lertwiete
Q1321287	Category:H%C3%B6ltigbaum
Q106605445	Category:H%C3%B6ltystra%C3%9Fe_(Hamburg)
Q106605447	Category:H%C3%B6pen_(Hamburg)
Q106605453	Category:H%C3%BCbenerstra%C3%9Fe_(Hamburg)
Q76164745	Category:H%C3%BCbner-Haus_(Hamburg)
Q17353668	Category:H%C3%BChnerposten_(Hamburg)
Q106605460	Category:H%C3%BCllenkamp
Q106605463	Category:H%C3%BCrtweg
Q106605464	Category:H%C3%BCtten_(Hamburg)
Q106605328	Category:Haakestra%C3%9Fe
Q106690037	Category:Habichtsplatz
Q114808876	Category:Habichtstra%C3%9Fe_(Hamburg)
Q61736039	Category:Hachmannbr%C3%BCcke
Q106605329	Category:Hachmannplatz
Q106605330	Category:Haderslebener_Stra%C3%9Fe_(Hamburg)
Q20181604	Category:Hafen_Rock
Q1567914	Category:Hafenbahnhof_Hamburg_S%C3%BCd
Q114103043	Category:Hafenbezirk
Q26837060	Category:HafenCity_RiverBus
Q1567931	Category:Hafengeburtstag
Q19686386	Category:Hafenklang
Q1567944	Category:Hafenkrankenhaus
Q1408998	Category:Hafenmuseum_(Hamburg)
Q56878399	Category:Hafenpolizeiwache_No_2
Q106605331	Category:Hafentor_(Hamburg)
Q106605332	Category:Haferkamp_(Hamburg)
Q114808877	Category:Hagenbeckstra%C3%9Fe_(Hamburg)
Q114808878	Category:Haidlandsweg
Q1677672	Category:Hainesch-Iland
Q106605333	Category:Halbenkamp
Q114808880	Category:Haldesdorfer_Stra%C3%9Fe
Q114808881	Category:Halifaxweg
Q114808883	Category:Hallerplatz
Q98164575	Category:Hallerstra%C3%9Fe
Q106605334	Category:Halstenbeker_Stra%C3%9Fe_(Hamburg)
Q106605335	Category:Hamborner_Stieg
Q27706	Category:Hamburg_Airport
Q1572883	Category:Hamburg_Commonwealth_War_Graves_Commission_Cemetery
Q1648668	Category:Hamburg_Cruise_Center_Altona
Q1572885	Category:Hamburg_Cruise_Center_HafenCity
Q16319382	Category:Hamburg_Cruise_Center_Steinwerder
Q882600	Category:Hamburg_Dungeon
Q6456	Category:Hamburg_Hauptbahnhof
Q43202951	Category:Hamburg_S%C3%BCd_(building)
Q21584342	Category:Hamburg_Triathlon
Q882140	Category:Hamburg-Altonaer_Verbindungsbahn
Q558551	Category:Hamburger_B%C3%B6rse
Q106605336	Category:Hamburger_Berg
Q1572987	Category:Hamburger_Deckel
Q1572997	Category:Hamburger_Ehrenmal_f%C3%BCr_die_Gefallenen_beider_Weltkriege
Q1573007	Category:Hamburger_Flakt%C3%BCrme
Q19963918	Category:Hamburger_Genossenschaftsmuseum
Q106605339	Category:Hamburger_Hochstra%C3%9Fe
Q1229183	Category:Hamburger_Hof,_Hamburg
Q5644305	Category:Hamburger_Institut_f%C3%BCr_Sozialforschung
Q1573051	Category:Hamburger_Konservatorium
Q1573072	Category:Hamburger_Marschbahn
Q880649	Category:Hamburger_Rathausmarkt
Q1573125	Category:Hamburger_Schulmuseum
Q1573143	Category:Hamburger_Sportbund
Q2472	Category:Hamburger_Stadtpark
Q60747679	Category:Hamburger_Volksoper
Q1572803	Category:Hamburg-Haus_Eimsb%C3%BCttel
Q770838	Category:Hamburgische_M%C3%BCnze
Q1573230	Category:Hamburgisches_Architekturarchiv
Q60666151	Category:Hamburgisches_Wattenmeer_(FFH-Gebiet)
Q1601723	Category:Hamburg-Nettelnburg
Q106605341	Category:Hammer_Hof
Q46422296	Category:Hammer_Landstra%C3%9Fe
Q94521414	Category:Hammer_Steindamm
Q106605342	Category:Hammer_Stra%C3%9Fe_(Hamburg)
Q19284721	Category:Hammerbrookschleuse
Q106605343	Category:Hammerbrookstra%C3%9Fe
Q19284723	Category:Hammonia-Bad
Q72587904	Category:Handelsschule_Berliner_Tor
Q114808884	Category:Handweg_(Hamburg)
Q240059	Category:Hannover%E2%80%93Hamburg_railway_line
Q106605345	Category:Hannoversche_Stra%C3%9Fe_(Hamburg)
Q1572904	Category:Hannoverscher_Bahnhof
Q109771339	Category:Hansaburg_(Hamburg-Hamm)
Q1583589	Category:Hansa-Gymnasium_Bergedorf
Q109970818	Category:Hansa-Kolleg_(Hamburg)
Q24886347	Category:Hans-Albers-Platz_(Hamburg)
Q1583648	Category:Hansaport
Q264222	Category:Hansa-Theater_(Hamburg)
Q1583703	Category:Hanseatic_Trade_Center
Q14906769	Category:Hanse-Viertel_(Hamburg)
Q106605346	Category:Hans-Fitze-Stra%C3%9Fe_(Hamburg)
Q106605347	Category:Hanssensweg
Q11925998	Category:Harburger_Holzhafen
Q106605348	Category:Harburger_Rathausplatz_(Hamburg)
Q106605349	Category:Harburger_Rathausstra%C3%9Fe
Q1584939	Category:Harburger_Schlo%C3%9Fstra%C3%9Fe
Q1584937	Category:Harburger_Schloss
Q1584941	Category:Harburger_Stadtpark
Q106605351	Category:Harders_Kamp
Q106605352	Category:Harkortstra%C3%9Fe_(Hamburg)
Q106605354	Category:Harksheider_Stra%C3%9Fe
Q106605355	Category:Hartmannsau
Q106605356	Category:Hartungstra%C3%9Fe_(Hamburg)
Q106605357	Category:Hartwicusstra%C3%9Fe
Q106605358	Category:Hartzlohplatz
Q29048943	Category:Hasenbergbr%C3%BCcke
Q76309197	Category:Hasenweg_(Hamburg)
Q106605360	Category:Hasloher_Kehre
Q105242955	Category:Hasselbrookstra%C3%9Fe
Q114808886	Category:Hasselmannstra%C3%9Fe_(Hamburg)
Q106605361	Category:Hastedtstra%C3%9Fe_(Hamburg)
Q106605362	Category:Haubachstra%C3%9Fe_(Hamburg)
Q106605363	Category:Hauersweg
Q11911943	Category:Hauptentw%C3%A4sserungsgraben_Allerm%C3%B6he
Q11911942	Category:Hauptentw%C3%A4sserungsgraben_Moorfleet
Q23786394	Category:Haus_der_Seefahrt_(Hamburg)
Q90536188	Category:Haus_Glass
Q22320757	Category:Haus_Goldener_Schwan_(Hamburg)
Q1590249	Category:Haus_K._in_O.
Q18287379	Category:Haus_Kornweg_17E
Q110934605	Category:Haus_Neuerburg_(Wandsbek)
Q25089216	Category:Haus_Rademacher
Q18287382	Category:Haus_St%C3%BCbekamp_75
Q106605364	Category:Hausbrucher_Bahnhofstra%C3%9Fe
Q114808887	Category:Hausbrucher_Moor
Q114808888	Category:Hausbrucher_Stra%C3%9Fe
Q113151828	Category:Hauszeichen_(S._u._H.,_Hamburg_Waldd%C3%B6rferstr)
Q106605365	Category:Haynstra%C3%9Fe_(Hamburg)
Q106605366	Category:Hebebrandstra%C3%9Fe
Q106605367	Category:Heckenrosenweg
Q106605368	Category:Heckkatenweg
Q114808890	Category:Heckscherstra%C3%9Fe_Hamburg-Hoheluft-West
Q79364470	Category:Heegbarg
Q114808891	Category:Hegestra%C3%9Fe_(Hamburg)
Q106605369	Category:Hegholt
Q106489986	Category:Heidbarghof
Q106605370	Category:Heidenkampsweg
Q114808893	Category:Heider_Stra%C3%9Fe_(Hamburg)
Q106605371	Category:Heidh%C3%B6rn
Q106605372	Category:Heidi-Kabel-Platz
Q106605373	Category:Heidrand_(Hamburg)
Q66385182	Category:Heilandskirche_(Hamburg-Uhlenhorst)
Q108566783	Category:Heilige-Familie-Kirche_(Hamburg-Langenhorn)
Q19963924	Category:Heiligengeistbr%C3%BCcke
Q108566784	Category:Heiliggeistkirche_(Hamburg-Altona)
Q95562568	Category:Heilig-Geist-Kirche_(Hamburg-Farmsen)
Q1594894	Category:Heilig-Geist-Kirchhof_Altona
Q1594955	Category:Heilig-Kreuz-Kirche_(Hamburg-Volksdorf)
Q1595481	Category:Heilwig-Gymnasium
Q106605374	Category:Heilwigstra%C3%9Fe_(Hamburg)
Q14906798	Category:Heimatmuseum_Wandsbek
Q111797403	Category:Heimfelder_Holz
Q106605375	Category:Heimfelder_Stra%C3%9Fe
Q106605376	Category:Heimhuder_Stra%C3%9Fe
Q106605377	Category:Heimweg_(Hamburg)
Q110947678	Category:Heine-Haus,_Jungfernstieg_(Hamburg)
Q1414278	Category:Heine-Haus_(Elbchaussee)
Q1595968	Category:Heine-Park_(Hamburg)
Q106605379	Category:Hein-Hoyer-Stra%C3%9Fe
Q114808894	Category:Heinickestra%C3%9Fe_(Hamburg)
Q27979158	Category:Hein-K%C3%B6llisch-Platz_(Hamburg)
Q109836106	Category:Heinrich-Barth-Stra%C3%9Fe
Q1596378	Category:Heinrich-Gro%C3%9F-Hof
Q96375132	Category:Heinrich-Heine-Denkmal,_Rathausmarkt_(Hamburg)
Q1596400	Category:Heinrich-Heine-Gymnasium_(Hamburg)
Q106605380	Category:Heinrich-Heine-Weg_(Hamburg)
Q114808896	Category:Heinrich-Helbing-Stra%C3%9Fe
Q18625342	Category:Heinrich-Hertz-Schule_(Hamburg)
Q106605382	Category:Heinrich-Hertz-Stra%C3%9Fe_(Hamburg)
Q648375	Category:Heinrich-Hertz-Turm
Q106605383	Category:Heinrich-Osterath-Stra%C3%9Fe
Q109673231	Category:Heinrich-Osterath-Stra%C3%9Fe_45
Q106605385	Category:Heinrichstra%C3%9Fe_(Hamburg)
Q106605384	Category:Heinrich-Traun-Platz_Hamburg-Fuhlsb%C3%BCttel
Q114808897	Category:Heinrich-Traun-Stra%C3%9Fe
Q114808898	Category:Heinrich-von-Ohlendorff-Stra%C3%9Fe
Q66686355	Category:Heinrich-Wolgast-Schule
Q106605386	Category:Heinskamp
Q107407447	Category:Heinz-Erhardt-Park
Q69683972	Category:Heisenberg-Gymnasium_Hamburg
Q106605387	Category:Heitmannstra%C3%9Fe_(Hamburg)
Q19392478	Category:Heizkraftwerk_Tiefstack
Q54418279	Category:Heizwerk_Barmbek
Q53665728	Category:Heizwerk_HafenCity
Q1601926	Category:Helene-Lange-Gymnasium_(Hamburg)
Q1602061	Category:Helenenstift_(Hamburg)
Q106605388	Category:Helgol%C3%A4nder_Allee_(Hamburg)
Q38643723	Category:Helios_Klinikum_Mariahilf_Hamburg
Q106605389	Category:Hellbrookstra%C3%9Fe
Q83493965	Category:Hellbrookstra%C3%9Fenbr%C3%BCcke
Q114808900	Category:Hellgrundweg
Q111550318	Category:Hellgrundweg_45
Q110998226	Category:Helmuth-Schack-See
Q65056978	Category:Helmut-Schmidt-Gymnasium_(Hamburg)
Q106605390	Category:Helmut-Steidl-Platz
Q106605391	Category:Hemmingstedter_Weg_(Hamburg)
Q106605392	Category:Henny-Sch%C3%BCtz-Allee
Q315857	Category:Herbertstra%C3%9Fe_(Hamburg)
Q106605393	Category:Herbert-Wehner-Platz_(Hamburg)
Q106605394	Category:Herbert-Weichmann-Strasse_(Hamburg)
Q96146856	Category:Herderstra%C3%9Fe_(Hamburg)
Q1610484	Category:Hermann_(ship,_1905)
Q114808901	Category:Hermann-Blohm-Stra%C3%9Fe
Q114808903	Category:Hermann-Distel-Stra%C3%9Fe
Q114808905	Category:Hermann-Ruge-Weg
Q106605395	Category:Hermannstal_(Hamburg)
Q106605396	Category:Hermannstra%C3%9Fe_(Hamburg)
Q106605397	Category:Hermelinweg_(Hamburg)
Q106605398	Category:Herrengraben_(Hamburg)
Q113642	Category:Herrengrabenfleet
Q21035551	Category:Herrenhaus_H%C3%B6ltigbaum
Q106605399	Category:Herrenweide_(Hamburg)
Q106605400	Category:Herthastra%C3%9Fe_(Hamburg)
Q108566785	Category:Herz-Jesu-Kirche_(Hamburg-Hamm)
Q99541129	Category:Herzmoorgraben
Q1615840	Category:Hessepark_(Hamburg)
Q106605402	Category:Heu%C3%9Fweg_(Hamburg)
Q106605401	Category:Heuberg_(Hamburg)
Q1971032	Category:Heuckenlock
Q106605403	Category:Heymannstra%C3%9Fe_(Hamburg)
Q106605404	Category:Heynemannstra%C3%9Fe_(Hamburg)
Q106678317	Category:Heysestra%C3%9Fe_(Hamburg)
Q25089273	Category:Hindenburgbr%C3%BCcke_(Hamburg)
Q15114849	Category:Hindenburgstra%C3%9Fe_(Hamburg)
Q106605406	Category:Hinrichsenstra%C3%9Fe_(Hamburg)
Q106605408	Category:Hinsbleek
Q106605409	Category:Hinschenfelder_Stra%C3%9Fe
Q106605410	Category:Hinter_den_Boden
Q28498634	Category:Hiobs-Hospital_(Hamburg)
Q100441208	Category:Hirschfeldstra%C3%9Fe_(Hamburg)
Q65238155	Category:Hirschgraben_(Hamburg)
Q1620492	Category:Hirschpark_(Hamburg)
Q106605411	Category:Hirtenstra%C3%9Fe_(Hamburg)
Q54944058	Category:Historischer_Friedhof_Wandsbek
Q106605412	Category:Hochallee_(Hamburg)
Q113432333	Category:Hochbahnbr%C3%BCcke_Helgol%C3%A4nder_Allee
Q100803977	Category:Hochbunker_Allende-Platz
Q105221992	Category:Hochbunker_August-L%C3%BCtgens-Park
Q105641638	Category:Hochbunker_Barmbeker_Stra%C3%9Fe
Q110928593	Category:Hochbunker_Behringstra%C3%9Fe
Q111215933	Category:Hochbunker_Binderstra%C3%9Fe
Q110923952	Category:Hochbunker_Heu%C3%9Fweg_114
Q105640713	Category:Hochbunker_Humboldtstra%C3%9Fe_(Hamburg)
Q108528345	Category:Hochbunker_Rethedamm
Q100525373	Category:Hochbunker_Von-Hein-Stra%C3%9Fe
Q1464829	Category:Hochkamp
Q106605413	Category:Hochrad_(Hamburg)
Q1622099	Category:Hochschule_Fresenius
Q873570	Category:Hochstra%C3%9Fe_Elbmarsch
Q11925989	Category:Hochwasserbassin
Q106488984	Category:Hof_Behrmann
Q106605414	Category:Hoffmeyerstra%C3%9Fe_(Hamburg)
Q107387349	Category:Hofschl%C3%A4ger_Weg
Q106634557	Category:Hofschl%C3%A4ger_Weg_1
Q106605415	Category:Hofweg_(Hamburg)
Q30129726	Category:Hofwegbr%C3%BCcke
Q11925994	Category:Hofwegkanal
Q106605416	Category:Hogenlitgrund
Q114808906	Category:Hohe_Bleichen_(Hamburg)
